id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
4734,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4735,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
4736,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,12.68,3.0,114.16,0.01,11,0.33,6.34,38.05,1.0,0,0,3,0.25,5,6,5,6,4,50.0,2,False
4737,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,3,1.0,1,0,1,0,1,0.0,0,False
4738,3,1,3,4,4,2,0.5,2,2.0,2,1.0,5,1,0,1,0,7.4,5.83,251.91,0.01,13,0.17,14.0,43.19,0.5,1,2,5,0.2,5,8,3,7,10,87.5,4,False
4739,5,4,9,1,8,3,0.25,4,2.0,3,1.0,16,1,0,3,1,13.36,17.94,4301.69,0.08,51,0.06,238.98,239.72,0.33,2,4,15,0.2,19,32,9,17,15,76.92,12,False
4740,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,1.0,0,0,2,1.0,0,5,0,5,1,0.0,0,False
4741,3,3,14,0,4,2,0.12,2,2.0,2,1.0,9,1,0,3,6,25.77,19.64,9942.83,0.17,109,0.05,552.38,506.18,0.5,1,2,9,0.1,50,59,14,11,21,82.35,17,False
4742,5,2,4,4,8,3,0.6,4,2.0,2,0.67,11,1,0,1,1,11.72,6.0,421.94,0.02,18,0.17,23.44,70.32,0.33,2,4,10,0.27,8,10,6,9,11,88.89,5,False
4743,1,2,3,0,0,1,0.25,0,0.0,1,1.0,3,1,0,1,1,7.18,6.75,326.92,0.02,14,0.15,18.16,48.43,1.0,0,0,4,0.17,3,11,2,9,6,75.0,4,False
4744,3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,0.5,1,2,7,0.29,6,10,5,7,7,80.0,5,False
4745,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4746,1,2,7,0,0,1,0.11,0,0.0,1,1.0,8,1,0,2,4,66.31,2.18,315.66,0.05,38,0.46,17.54,144.68,1.0,0,0,9,0.08,16,22,11,3,13,77.78,9,False
4747,3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,9.87,7.7,585.2,0.03,19,0.13,32.5,76.0,0.5,1,2,7,2.0,7,12,5,11,1,0.0,0,False
4748,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4749,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,1.0,0,0,3,0.5,3,9,2,8,2,0.0,1,False
4750,3,1,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,4,9.87,6.75,449.6,0.02,18,0.15,24.98,66.61,0.5,1,2,6,0.33,6,12,4,9,6,66.67,3,False
4751,1,0,1,2,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.17,1,3,1,3,6,75.0,2,False
4752,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,4.75,1.0,4.75,0.0,3,1.0,0.26,4.75,1.0,0,0,2,0.5,1,2,1,2,2,0.0,0,False
4753,3,3,2,0,4,2,0.67,2,2.0,2,1.0,9,1,0,1,0,4.71,12.0,677.67,0.02,17,0.08,37.65,56.47,0.5,1,2,9,0.4,6,11,2,8,5,66.67,3,False
4754,1,0,3,0,0,1,0.25,0,0.0,1,1.0,1,1,0,1,1,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1.0,0,0,2,0.17,2,7,2,6,6,75.0,4,False
4755,5,2,3,0,8,3,0.75,4,2.0,2,0.67,11,3,1,1,1,9.79,9.6,902.51,0.03,23,0.1,50.14,94.01,1.0,2,4,10,0.5,8,15,5,12,6,75.0,4,False
4756,1,1,13,2,0,1,0.07,0,0.0,1,1.0,12,1,0,1,0,48.16,10.0,4816.19,0.16,108,0.1,267.57,481.62,1.0,0,0,13,0.06,35,73,14,8,18,93.75,14,False
4757,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
4758,5,3,11,7,8,3,0.23,4,2.0,2,0.67,14,1,0,2,0,27.56,12.76,4489.96,0.12,71,0.08,249.44,351.75,0.33,2,4,13,0.14,31,40,17,14,22,90.0,13,True
4759,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
4760,7,29,61,67,12,4,0.06,6,2.0,2,0.5,43,1,0,4,0,95.01,22.3,47232.5,0.71,348,0.04,2624.03,2118.44,0.25,3,6,41,0.03,115,233,49,19,134,96.97,65,False
4761,5,5,8,1,8,3,0.27,4,2.0,3,1.0,15,1,0,3,3,14.42,17.18,4256.92,0.08,51,0.06,236.5,247.76,0.33,2,4,14,0.2,21,30,11,18,15,75.0,11,False
4762,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,3,0.25,3,4,3,4,4,50.0,2,False
4763,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,2,0.33,3,5,3,5,3,50.0,2,False
4764,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4765,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.25,2,4,2,4,4,50.0,2,False
4766,5,1,6,0,4,3,0.3,2,2.0,1,0.33,10,1,0,4,0,8.31,9.17,698.02,0.03,20,0.11,38.78,76.15,0.33,1,2,9,0.25,5,15,3,11,12,60.0,10,False
4767,1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,1,2,2,0.25,2,6,2,6,4,50.0,2,False
4768,1,0,1,1,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,66.67,2,False
4769,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1.0,0,0,3,0.2,3,6,2,5,5,66.67,3,False
4770,3,1,1,0,4,2,1.0,2,2.0,2,1.0,6,1,0,1,1,11.41,2.5,71.32,0.01,9,0.4,3.96,28.53,0.5,1,2,6,0.5,4,5,4,5,4,50.0,2,False
4771,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4772,7,5,12,0,12,4,0.27,6,2.0,2,0.5,27,3,0,3,2,14.77,23.25,7985.96,0.11,70,0.04,443.66,343.48,0.75,3,6,25,0.22,31,39,12,18,18,80.0,15,False
4773,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,6.86,3.5,84.0,0.01,8,0.29,4.67,24.0,1.0,0,0,2,1.0,1,7,1,7,1,0.0,0,False
4774,17,15,18,0,32,9,0.45,16,2.0,8,0.89,45,1,0,2,3,27.87,16.97,8030.83,0.16,93,0.06,446.16,473.13,0.11,8,16,38,0.39,43,50,19,15,23,90.0,20,False
4775,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
4776,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
4777,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
4778,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4779,7,2,7,0,10,4,0.44,4,2.5,2,0.5,14,3,0,2,6,13.49,15.43,3211.43,0.07,49,0.06,178.41,208.15,0.75,3,5,12,0.31,18,31,7,12,13,77.78,9,False
4780,3,1,3,0,4,2,0.4,2,2.0,1,0.5,6,1,0,2,3,12.14,5.33,345.2,0.02,17,0.19,19.18,64.73,0.5,1,2,6,0.29,8,9,6,8,7,60.0,5,False
4781,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,1.0,1,4,1,4,1,0.0,0,False
4782,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.25,2,4,2,4,4,50.0,2,False
4783,3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75.0,4,False
4784,1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,1,2,2,0.25,2,6,2,6,4,50.0,2,False
4785,3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,0,10.3,4.0,164.84,0.01,13,0.25,9.16,41.21,0.5,2,3,5,0.5,4,9,3,6,4,50.0,2,False
4786,3,1,3,1,4,2,0.5,2,2.0,2,1.0,5,1,0,1,0,7.92,4.17,137.5,0.01,11,0.24,7.64,33.0,0.5,1,2,5,0.29,5,6,3,5,7,80.0,4,False
4787,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
4788,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.25,3,6,3,6,4,50.0,2,False
4789,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,True
4790,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4791,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4792,5,0,1,0,8,3,1.5,2,4.0,1,0.33,7,1,0,1,2,5.89,13.5,1074.15,0.03,23,0.07,59.68,79.57,0.33,3,4,6,0.75,6,17,2,9,4,50.0,2,False
4793,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,4,14.99,3.0,134.92,0.01,13,0.33,7.5,44.97,1.0,0,0,3,0.25,5,8,5,6,4,66.67,3,False
4794,1,1,1,0,0,1,0.33,0,0.0,1,1.0,2,1,0,2,4,20.68,1.0,20.68,0.01,8,1.0,1.15,20.68,1.0,0,0,3,0.13,4,4,4,2,8,33.33,3,False
4795,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,3,0.25,1,5,1,5,4,50.0,2,False
4796,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,0.25,1,4,1,4,4,50.0,2,False
4797,1,0,3,0,0,1,0.25,0,0.0,1,1.0,1,1,0,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1.0,0,0,2,0.17,4,11,3,7,6,75.0,4,False
4798,1,1,1,4,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.13,2,4,2,4,8,83.33,2,False
4799,1,3,2,0,0,1,0.33,0,0.0,1,1.0,5,1,0,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,6,0.2,2,4,2,4,5,66.67,3,False
4800,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4801,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4802,7,8,15,0,12,4,0.21,6,2.0,4,1.0,20,4,1,4,5,19.5,20.92,8538.09,0.14,84,0.05,474.34,408.07,1.0,3,6,18,0.18,34,50,13,16,22,78.95,19,False
4803,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4804,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.5,2,4,2,4,2,0.0,0,False
4805,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.25,2,4,2,4,4,50.0,2,False
4806,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,1.0,0,0,2,1.0,0,5,0,5,1,0.0,0,False
4807,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
4808,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,2,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,1.0,0,0,2,1.0,2,5,2,4,1,0.0,0,False
4809,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,3,0.33,0,0,0,0,3,0.0,1,False
4810,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4811,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.33,2,4,2,4,3,50.0,2,False
4812,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,2,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,1.0,0,0,4,0.25,4,7,4,6,4,50.0,2,False
4813,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,20.0,0.5,5.0,0.0,5,2.0,0.28,10.0,1.0,0,0,3,0.33,3,2,3,1,3,0.0,1,False
4814,5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,15.9,5.79,532.29,0.03,23,0.17,29.57,92.0,1.0,2,3,9,0.43,9,14,7,9,7,80.0,5,False
4815,3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,0.5,1,2,7,0.29,6,10,5,7,7,80.0,5,False
4816,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,3,0.25,1,4,1,4,4,50.0,2,False
4817,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1.0,0,0,2,1.0,3,8,3,7,1,0.0,0,False
4818,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
4819,5,10,31,18,8,3,0.09,4,2.0,3,1.0,22,3,1,2,7,38.32,23.93,21937.95,0.31,166,0.04,1218.78,916.91,1.0,2,4,21,0.05,68,98,27,19,59,96.08,33,True
4820,1,1,1,4,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,3,0.13,3,4,3,4,8,83.33,2,False
4821,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.25,2,4,2,4,4,50.0,2,False
4822,1,2,4,0,0,1,0.2,0,0.0,1,1.0,3,1,0,1,1,6.92,9.0,560.43,0.02,18,0.11,31.13,62.27,1.0,0,0,4,0.14,4,14,2,9,7,80.0,5,False
4823,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,3,1.0,1,4,1,4,1,0.0,0,False
4824,1,0,5,27,0,1,0.17,0,0.0,1,1.0,1,1,0,1,1,16.11,10.63,1818.74,0.06,54,0.09,101.04,171.18,1.0,0,0,2,0.03,17,37,4,5,35,96.97,6,False
4825,5,5,14,20,8,3,0.17,4,2.0,3,1.0,14,1,0,4,1,23.56,9.73,2230.76,0.08,50,0.1,123.93,229.25,0.33,2,4,13,0.08,23,27,13,11,40,89.47,18,False
4826,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,1.0,0,0,3,0.5,3,9,2,8,2,0.0,1,False
4827,1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,1,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1.0,0,0,2,0.2,2,7,2,6,5,66.67,3,False
4828,1,0,1,1,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,1.0,0,0,2,0.2,2,5,2,4,5,66.67,2,False
4829,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
4830,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,3,0.5,2,0,2,0,2,0.0,1,False
4831,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
4832,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,2,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,1.0,0,0,4,0.2,4,7,4,6,5,50.0,2,False
4833,3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80.0,5,False
4834,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,6,20.97,3.0,188.72,0.02,17,0.33,10.48,62.91,1.0,0,0,3,0.25,7,10,7,6,4,66.67,3,False
4835,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,6.67,4.5,135.0,0.01,10,0.22,7.5,30.0,1.0,0,0,2,1.0,3,7,2,6,1,0.0,0,False
4836,7,5,10,1,12,4,0.31,6,2.0,4,1.0,25,1,0,3,1,14.36,24.56,8656.64,0.12,75,0.04,480.92,352.53,0.25,3,6,23,0.25,26,49,9,17,16,78.57,13,False
4837,9,3,27,1,0,8,0.27,0,0.0,2,0.25,21,1,0,3,1,39.7,12.95,6662.85,0.17,96,0.08,370.16,514.32,0.13,0,0,15,0.24,30,66,22,19,33,90.32,30,False
4838,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4839,7,5,10,1,12,4,0.31,6,2.0,4,1.0,25,1,0,3,1,14.36,24.56,8656.64,0.12,75,0.04,480.92,352.53,0.25,3,6,23,0.25,26,49,9,17,16,78.57,13,False
4840,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
4841,9,1,5,0,16,5,0.83,8,2.0,1,0.2,18,1,0,1,1,19.33,6.5,816.68,0.04,33,0.15,45.37,125.64,0.2,4,8,15,0.63,13,20,7,7,8,83.33,6,False
4842,1,0,1,1,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1.0,0,0,2,0.2,1,6,1,5,5,66.67,2,False
4843,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,5.81,8.0,372.06,0.02,14,0.13,20.67,46.51,1.0,0,0,3,0.5,4,10,2,8,2,0.0,1,False
4844,1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,2,11.24,4.0,179.89,0.01,13,0.25,9.99,44.97,1.0,1,2,3,0.25,3,10,3,8,4,50.0,2,False
4845,3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5.0,154.4,0.01,11,0.2,8.58,30.88,0.5,1,2,6,0.29,4,7,2,5,7,80.0,5,False
4846,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4847,5,2,11,23,8,3,0.21,4,2.0,2,0.67,12,1,0,3,1,16.64,8.94,1328.8,0.05,35,0.11,73.82,148.68,0.33,2,4,11,0.08,13,22,8,11,39,91.89,14,False
4848,3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,False
4849,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
4850,7,0,41,5,12,4,0.09,6,2.0,1,0.25,16,1,0,3,2,26.9,120.08,387847.94,1.08,714,0.01,21547.11,3229.82,0.25,3,6,14,0.08,262,452,12,11,51,93.88,44,False
4851,5,0,12,0,8,3,0.21,4,2.0,1,0.33,10,1,0,2,5,11.04,18.86,3925.09,0.07,49,0.05,218.06,208.15,0.33,2,4,9,0.18,22,27,7,12,17,85.71,14,False
4852,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,4,19.37,2.5,121.08,0.02,14,0.4,6.73,48.43,1.0,0,0,3,0.2,6,8,6,5,5,0.0,0,False
4853,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1.0,0,0,4,0.33,1,6,1,5,3,50.0,2,False
4854,9,2,17,21,16,5,0.24,8,2.0,2,0.4,20,1,0,4,1,16.75,20.67,7153.34,0.12,72,0.05,397.41,346.13,0.2,4,8,17,0.11,31,41,12,16,44,90.48,21,False
4855,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,2,1.0,2,6,2,6,1,0.0,0,False
4856,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,0.25,2,5,2,5,4,50.0,2,False
4857,1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,1,2,2,0.25,2,6,2,6,4,50.0,2,False
4858,3,3,7,0,4,2,0.22,2,2.0,2,1.0,8,1,0,2,1,19.99,4.0,319.82,0.03,21,0.25,17.77,79.95,0.5,1,2,8,0.18,8,13,7,7,11,77.78,9,False
4859,3,5,6,0,4,2,0.22,2,2.0,2,1.0,12,1,0,3,3,14.94,10.13,1531.27,0.05,37,0.1,85.07,151.24,0.5,1,2,12,0.15,18,19,8,9,13,66.67,9,False
4860,3,2,1,0,4,2,1.0,2,2.0,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50.0,2,False
4861,3,1,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0.5,2,3,5,0.5,5,9,4,7,4,50.0,2,False
4862,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1.0,0,0,3,0.2,3,6,2,5,5,66.67,3,False
4863,1,0,1,1,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,1.0,0,0,2,0.2,2,5,2,4,5,66.67,2,False
