loc,vg,evg,ivg,n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects,id
65.99781590549445,11.995631810988886,5.002184094505557,11.982527243955541,176.96287039340552,921.9639403708102,0.05,20.452773800022058,45.06936345975794,18860.838921250797,0.30995631810988883,1047.82382531822,54,4,5,0,15.004368189011114,22.010920472527786,116.94321354285552,60.019656850550014,22.991263621977772,True,19696
69.45014380993433,4.0,1.0,3.0,248.78646931014984,1475.973610420144,0.05222507190496717,20.50139153970207,73.67406470823195,29957.535292819328,0.4900256471447044,1664.3104169482033,47,8,10,0,17.666239214254926,43.33760785745074,149.33504314298028,99.45142616716954,7.0,True,19697
43.010128821176565,2.540004089561161,1.0,2.540004089561161,90.08000817912232,433.4853528677962,0.0627000204478058,17.034294049688512,25.775819507206737,7340.59842042737,0.14540004089561162,407.8123900214708,22,3,12,1,14.540004089561162,13.970022492586384,58.56998159697478,31.510026582147546,4.080008179122322,True,19698
145.32444278816354,23.99237953271161,20.66412651090387,10.66412651090387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,46.98475906542322,True,19699
34.41906584238077,3.8063552807935896,1.0,3.8063552807935896,93.77457887682564,480.2073920781375,0.09,11.369622510052347,42.27261256667959,5457.5963045161625,0.16,303.20047548485525,23,4,5,0,12.0,22.80635528079359,50.549157753651286,43.22542112317436,6.612710561587179,True,19700
18.790511589503033,3.4924432216770063,1.0,2.164147740559002,66.11880707062105,306.0992483003212,0.05492443221677006,17.87167946626835,17.903945679880675,5365.692839265457,0.09820738702795011,298.0920067900149,14,0,2,0,13.164147740559002,11.477329665031018,36.133920627267024,29.98488644335401,5.9848864433540125,True,19701
46.47041717848607,2.114981037341542,1.0,2.114981037341542,77.0,392.0604130869201,0.14,7.166376422199384,54.69613084771496,2810.3380218043717,0.13,156.13223040435764,25,5,13,0,11.0,23.114981037341543,46.88501896265846,30.114981037341543,3.229962074683084,True,19702
25.51849217804423,5.530820296740384,4.0369843560884595,2.5061640593480767,72.49383594065192,332.84624231385857,0.05,19.32371977139302,17.30601944237694,6415.610400692985,0.11506164059348076,356.42306069388985,18,0,4,0,14.530820296740384,10.024656237392307,46.0,26.493835940651923,10.061640593480767,True,19703
11.184836257374432,2.0,1.0,2.0,28.687880534660795,115.06035378451311,0.18312119465339205,5.599485355051631,20.57857207186572,643.7345491227876,0.04,35.76254566415929,8,0,0,0,7.624238930678409,8.624238930678409,16.0,12.687880534660795,3.0,True,19704
7.9635116594579625,1.5182441702710185,1.0,1.5182441702710185,13.518244170271018,48.460496571272955,0.29,3.5,13.848609053676439,169.61878189519857,0.02,9.422770919189713,5,0,0,0,7.0,5.0,8.518244170271018,5.0,2.036488340542037,True,19705
42.189452108135946,13.270182630621353,12.58772828827669,6.094726054067972,127.85791091889804,608.9066872733059,0.03317545657655338,31.495974562893068,19.51081755386028,19092.54998891098,0.19952636972966015,1060.693509131531,26,10,1,0,16.952636972966015,10.270182630621353,90.5403652612427,37.635091315310675,25.540365261242705,True,19706
27.082243235165627,3.0,1.0,1.7214954901104185,85.08224323516563,420.7086340135336,0.06639252254944791,14.90581315094527,28.267943701098176,6265.975912069644,0.14,348.11001899885815,21,0,2,0,13.917756764834373,17.196261274723955,48.442990980220834,36.63925225494479,5.0,True,19707
27.047961216649302,1.661337642594522,1.0,1.330668821297261,55.992006463891784,257.847583661674,0.11,9.131438836499479,28.287021133096086,2352.0405918669867,0.08330668821297262,130.67114843346377,19,2,2,0,11.33066882129726,13.0,34.98401292778357,21.007993536108216,7.677324714810956,True,19708
322.4549776615043,9.511100975425045,1.0,3.837033658475015,1780.1961069368776,12651.804765609671,0.016325932683049972,72.63548145409368,200.4565708364497,847901.9309323288,4.217616382467593,47105.662534922114,274,6,38,1,21.77628751203504,112.60746146439976,1031.2890814669242,749.6418389333435,14.715541365595062,True,19709
112.81921693564455,16.0709370968099,6.53546854840495,13.838671371012374,323.10984596754554,2083.240547665737,0.03,31.713684467733724,65.70655513309424,66061.39548629052,0.6953546854840494,3670.076505532045,86,2,20,1,28.980545564632173,59.81921693564455,189.90960846782227,133.20023749972327,25.767734274202475,True,19710
43.05217481111307,5.589931539181698,1.0,5.487414423977123,74.51258557602287,377.61511617683516,0.09102517115204575,10.644370721198856,35.48580769004074,4018.1563100803014,0.13,223.22737293437413,25,6,7,1,15.487414423977123,18.102517115204577,49.282380193567974,25.230205382454905,10.179863078363397,True,19711
14.548845817314437,2.862788545671391,2.7255770913427813,2.7255770913427813,39.86278854567139,168.01001655574575,0.10862788545671391,9.036048018030026,18.621691584250037,1516.6623877449279,0.05862788545671391,84.26023083653712,10,0,1,0,10.725577091342782,7.862788545671391,26.58836563701417,13.274422908657218,4.725577091342782,True,19712
17.509083306689952,3.5090833066899516,2.018166613379903,2.018166613379903,30.509083306689952,123.41594898788958,0.09509083306689951,10.448187519982536,11.838534126968028,1288.6321697616133,0.04,71.58873669970446,9,2,3,0,10.509083306689952,6.0,18.527249920069856,11.981833386620096,6.018166613379903,True,19713
48.0655103977405,5.700247771912749,2.700247771912749,4.0,93.09826559661076,483.106023716665,0.06433250742695751,15.974957385710958,31.019818127976187,7619.576561418915,0.15733002970783003,423.3104568864472,34,1,4,2,16.70024777191275,19.733002970783,55.49876114043626,37.5995044561745,10.400495543825498,True,19714
42.73886410209535,7.0,2.5074239319364353,5.623144017015891,125.14541581282519,621.6216599569962,0.04376855982984109,23.222873025341023,27.13752047936999,14337.767883997807,0.20507423931936436,796.5421046665448,33,1,5,0,16.376855982984107,15.01484786387287,83.62314401701589,41.5222717958093,13.0,True,19715
64.7308225359959,10.463660406667804,6.927320813335609,9.049124569334925,222.90175086133016,1252.4634740668712,0.03,31.36597556170723,40.03018894549195,39235.268822332066,0.4182907167466576,2179.733688125386,41,11,10,0,21.70726791866644,27.414535837332878,144.02355461732947,79.17092832533424,19.92732081333561,True,19716
34.01499817162841,4.343332114418941,1.0,3.343332114418941,70.9850018283716,357.3849424771789,0.08328333942790529,12.20078242524211,29.4898211583662,4346.494128772606,0.1165666788558106,241.47303215098637,24,2,5,0,14.985001828371589,17.970003656743177,41.98500182837159,29.0,7.3583302860473525,True,19717
42.07638786124043,2.8038193930620214,1.0,1.8038193930620214,79.0,387.64,0.1,10.42,37.2,4039.66,0.13,224.43,23,9,6,0,11.0,14.177083641627872,46.215277572248084,30.37326424856585,4.607638786124043,True,19718
62.68583212520144,11.357290156501806,8.357290156501806,3.6714580313003613,175.47228290771048,1027.1864777295505,0.03671458031300361,27.769095698112668,37.813903464561825,28183.653723369243,0.3437166425040289,1565.761317964958,44,9,5,0,25.685832125201443,32.7289544069047,108.47228290771048,71.02874818780217,21.714580313003612,True,19719
223.76701835871427,27.19408253565308,15.951376117959201,15.23298164128572,784.8350917935715,5692.299063285099,0.02,47.16195734505693,120.94032291225471,268233.87639340863,1.9022325686487755,14901.883262401388,182,9,30,0,33.71839447667348,122.86385313028576,443.84481656997957,340.9902752235918,52.88330268310208,True,19720
40.981441663476474,5.018558336523526,1.0,3.037116673047051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.037116673047052,True,19721
56.3825909058223,5.699208677537377,1.601582644925246,4.796834710149508,161.51186983693935,898.539752836728,0.04300791322462623,22.08620076431275,40.71902285180722,19836.83045255944,0.3030079132246262,1102.0442482436604,41,2,9,1,20.796834710149508,26.796834710149508,104.51186983693934,57.0,8.300791322462622,True,19722
19.355206397539252,3.3552063975392503,1.0,3.3552063975392503,55.513555217225246,263.0780443730968,0.0764479360246075,13.182837303805703,20.484069718417427,3422.1584933277936,0.08289587204921499,190.1171749733178,13,0,3,0,14.579174409842999,12.223968012303748,33.80314242214675,21.7104127950785,5.710412795078501,True,19723
67.35676295050263,9.356762950502635,2.1783814752513173,7.535144425753951,196.51358319315463,983.3492378119574,0.03589190737625658,27.504105228016275,35.83633172585065,27013.5568836474,0.3276757221287698,1500.7547577942091,50,7,7,0,14.34052041086644,20.28647409899473,110.30271663863093,86.2108665545237,17.71352590100527,True,19724
42.359604782873085,5.102744223678025,1.0,4.577058167758518,109.05137211183902,543.0506102346325,0.08,12.56368057358681,43.29380678953202,6818.738701877281,0.18,378.81838202284047,37,0,3,0,10.948627888160988,20.62843027959753,61.11470916120741,47.9366629506316,9.20548844735605,True,19725
5.105661616588481,1.0528308082942404,1.0,1.0528308082942404,13.0,44.97,0.33,3.0,14.99,134.92,0.01,7.5,3,0,0,0,6.0,5.0,8.0,5.0,1.1056616165884807,True,19726
36.26080524625769,4.571201085432627,1.0,4.571201085432627,81.78560054271631,406.51981343439934,0.09,11.102415833566997,36.74478502573383,4505.007321467505,0.1359520018090544,250.27959963818913,21,3,6,0,12.595200180905438,18.785600542716313,48.78560054271631,33.0,5.166401266338064,True,19727
9.368464258653875,1.6578839353365313,1.0,1.6578839353365313,25.684232129326936,103.31898301338944,0.1634211606466347,6.124997947713942,16.882643028543274,632.4989542813846,0.03342116064663468,35.140263481939904,6,0,1,0,9.0,7.315767870673063,15.710580323317343,9.973651806009595,2.3157678706730627,True,19728
328.0225811351863,24.00383208460963,12.511290567593129,13.766935851389693,1741.2923206400067,13314.629793471871,0.01936088679050859,54.658902555714754,252.32772628539868,712511.7445996929,4.436012037358666,39583.98514901962,250,12,63,0,25.191733962847422,174.8419320536962,1003.9318452219698,737.360475418037,47.00766416921926,True,19729
18.502016617974625,2.834005539324875,1.0,2.834005539324875,31.165994460675126,120.58797463900368,0.13165994460675126,7.845625151572134,15.433897177981516,944.1154234897747,0.04,52.45336022157299,15,0,1,0,8.497983382025376,6.165994460675125,19.6639778427005,11.502016617974624,4.66801107864975,True,19730
510.5923817887073,89.22285463387811,17.931425121582407,77.80571365846953,1653.9332308833564,13330.777526982234,0.01,121.16537819340613,132.53277905629756,1471783.83552477,4.446342490204675,81765.77008576752,453,24,52,15,64.69904772358841,198.47044650089106,1028.6018496689069,625.3313812144495,142.348566096991,True,19731
15.684965455774854,3.381862045915571,2.381862045915571,2.381862045915571,37.76372409183114,166.78050334301443,0.13460620681971858,7.228233797636604,23.154964798312776,1203.4440572431465,0.05460620681971857,66.85539379318028,10,0,3,0,10.157517272112573,11.539379318028143,20.921241363943714,16.84248272788743,5.763724091831142,True,19732
8.893636416066716,2.0,1.0,1.7765908959833212,16.776590895983322,63.49678174582794,0.27882954479916605,3.6295772803296735,17.59859767497345,229.94028656313384,0.02,12.77766364737401,6,0,0,0,7.0,6.776590895983321,9.776590895983322,7.0,3.0,True,19733
27.896423322016847,6.606204388942935,3.891167900097283,1.3212408777885871,89.39379561105706,424.54365326600356,0.04678759122211413,22.25699270223087,19.080210216876782,9447.303011165135,0.14,524.8423664354027,12,2,9,1,14.927445266731523,12.03627736663424,51.818613166828804,37.57518244422826,12.21240877788587,True,19734
54.93085270856368,8.643617569521226,6.069147291436321,5.643617569521226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,12.425529721915096,True,19735
40.36468052617752,5.024603540694995,2.536905311042493,4.256150885173749,77.95079291861,387.0314768327859,0.08,12.25811916842935,31.70772563584708,4733.684053420597,0.1274384911482625,262.9842700536031,24,2,10,0,13.512301770347499,17.74384911482625,45.71924557413126,32.231547344478756,9.04920708138999,True,19736
31.45390670704694,5.018437317181224,2.527655975771835,4.254609329295306,69.76382798788592,313.94231045715696,0.06509218658590611,15.215285277367439,20.91635664595943,4745.001870666568,0.10509218658590612,263.6142757140641,18,1,10,0,12.018437317181224,11.036874634362448,42.745390670704694,27.018437317181224,9.036874634362448,True,19737
4.0,1.0,1.0,1.0,10.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,2,0,0,0,4.0,4.0,6.0,4.0,1.0,True,19738
6.27091435923778,1.0,1.0,1.0,6.36454282038111,15.779761687082022,0.67,1.5,10.522271410190555,23.668287958826845,0.01,1.3118725692228665,3,0,1,0,3.0,2.63545717961889,3.7290856407622197,2.63545717961889,1.0,True,19739
109.22049378230027,25.752790051680424,13.844098756460053,9.311802487079893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,50.50558010336085,True,19740
48.55645165486484,8.055740046589818,1.0,7.777988624674079,161.72414620015098,882.7195144888153,0.0344449715616852,32.758040757248516,34.00261152432071,25091.59013695321,0.29444971561685196,1393.9770445576958,41,0,1,3,18.33349146850556,25.667457342527797,94.33396587402224,67.39018032612873,15.111480093179638,True,19741
30.169682849599567,2.111915426559884,1.0,1.555957713279942,122.55233829376047,526.3076874983085,0.05,20.80505285840007,25.45632108812461,10916.821253900798,0.17555957713279943,606.4909019890944,21,2,3,0,10.77978856639971,10.77978856639971,80.94223257696032,41.61010571680014,3.223830853119768,True,19742
884.783173740153,203.00117882367778,30.008251765744387,93.68945725777021,3559.418405108746,26005.48556586472,0.0,283.24926835635114,92.5421941579779,7317584.044184802,8.670689611851495,406532.4465390454,798,14,65,4,53.015324707811004,139.04125882872194,2093.4284251100066,1465.989979998739,381.9888011750612,True,19743
70.92223643927468,11.461118219637346,4.461118219637346,6.269440890181327,199.73055910981867,1129.8578948554057,0.04,23.10201557716387,48.93603393614439,26092.58289190779,0.37269440890181327,1449.5904916830243,60,9,7,4,18.538881780362654,32.07776356072531,119.86527955490934,79.86527955490934,21.5180751040027,True,19744
36.24816181407785,2.7760255495912394,1.0,2.7760255495912394,92.44794890081752,461.19406259232557,0.1,10.073753868098102,45.90421731624968,4639.110171322813,0.15592008516530412,257.72497388194455,23,2,7,1,10.776025549591239,22.104102198364956,52.119872252043805,40.32807664877372,4.552051099182479,True,19745
18.786487339011174,1.893243669505587,1.0,1.893243669505587,54.18514238159498,235.52640434628034,0.19466218347527936,5.1168235783652225,46.762428292427856,1194.6338982825616,0.07786487339011174,66.3692833873598,14,0,2,0,6.533781652472066,14.0,31.825680364561457,22.359462017033522,2.786487339011174,True,19746
73.81662050409214,8.366758991815727,6.44986151227641,5.183379495907864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.733517983631454,True,19747
10.965516429533757,1.3448278568220808,1.0,1.3448278568220808,27.68965571364416,108.18310556178045,0.17344827856822082,5.893103364385155,18.38689718496367,636.8751755177492,0.04,35.38068982836613,6,0,2,0,8.31034428635584,6.689655713644162,17.965516429533757,9.724139284110404,1.6896557136441614,True,19748
29.87032913817927,5.463980316160908,1.9855921264643632,3.478388189696545,117.47838818969655,622.388474829945,0.044927960632321816,21.620661826416374,28.855391819884268,13440.150681670515,0.20985592126464364,746.6766885285025,22,0,4,0,19.49279606323218,19.95677637939309,73.53601968383909,43.94236850585745,9.927960632321817,True,19749
71.77871191902744,8.430154765005966,2.3720619060023864,7.0871392885053694,176.9709535704982,1001.2160538089167,0.08,13.032212880809725,76.85716604934332,13045.907360955605,0.333430154765006,724.7689489763703,55,7,6,0,13.686030953001193,37.08713928850537,106.59889166449582,70.37206190600239,15.860309530011932,True,19750
89.26300210202227,22.4472515765167,20.078752627527834,11.184249474494433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,39.0,True,19751
24.42579035533243,2.0,1.0,1.1064475888331078,59.95802829949797,271.66843226271817,0.13319342766499323,7.353972128171912,37.135527889602045,1992.4702375164957,0.09106447588833108,110.6929683857867,16,0,5,0,7.893552411166892,15.212895177666216,31.638685532998647,28.319342766499325,3.0,True,19752
45.0307593924631,8.0,1.1537969623155018,8.0,142.9384812150738,745.7137557148588,0.060307593924631,15.4221595523714,48.36919584324401,11498.238008954293,0.250307593924631,638.7914193446053,38,1,3,0,13.092278177389302,24.1230375698524,86.0922781773893,56.8462030376845,15.0,True,19753
