LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects,id
29,20,6,6,26,39,10,0.2095514822167589,19,2.002915365591067,4,0.44887870554189724,48,6,0.5865444665027669,46,2,58.61481081967834,21.905423172044667,28127.299834937166,0.4302242588916205,221,0.05,1562.631532908236,1283.9845415475006,0.6278900198524903,9,19,39,0.10067277667486166,98,123,38,17,110,42.09902510178245,52,True,5340
12,10,5,1,8,15,6,0.17639573172858514,7,2.0,4,0.67,23,1,0.14417073085659446,32,1,47.80976282399804,20.43922804465448,19842.082836846283,0.32558292691434054,166,0.05,1102.3354933071664,973.0339014233028,0.2889408529566904,3,7,19,0.11522987789990402,72,94,36,20,56,22.77602808651004,34,True,5341
19,9,2,7,16,14,5,0.10783738251075237,6,2.0,1,0.3730093991398108,22,2,0.0,38,1,44.18704913618397,27.200702248945966,30683.62406470937,0.3824392623387145,220,0.03432523497849527,1704.6442800230168,1151.0310296100413,0.5134953004300946,4,7,19,0.06,68,152,21,16,80,38.04791186213427,46,True,5342
33,11,5,6,16,21,6,0.11301457926324787,10,2.047720123965242,4,0.6960291585264957,31,2,0.13014579263247875,46,1,76.44759842447125,34.99163701386381,66946.61539771341,0.7125714612997153,350,0.028676386175498583,3719.2540948193314,2142.0105829560594,0.34301457926324785,5,10,26,0.058676386175498585,162,187,51,17,104,34.00509011651453,53,True,5343
5,5,1,0,1,8,3,0.26255559784207083,3,2.6255559784207083,1,0.5386332445316513,11,1,0.0,12,0,15.361524332319334,13.453382578519037,2627.5422188005846,0.06625555978420708,45,0.07625555978420709,145.97512326669914,199.05647506777547,0.3049777608631717,2,4,9,0.1669166983815531,18,26,8,12,21,12.129468490437251,13,True,5344
4,5,1,1,1,8,3,0.1896302601647816,4,2.17282899725364,2,0.6112381409337624,11,2,0.3456579945072803,16,1,17.780897651951705,12.883188986804472,2619.0315424132864,0.07036973983521841,47,0.08036973983521842,145.50153978297257,211.44799111500583,0.5615908563198778,2,4,10,0.1303697398352184,18,29,9,12,25,14.55636094915984,17,True,5345
32,10,4,3,27,10,6,0.15160090901544054,5,2.0301623634401453,5,0.8607890918147136,26,1,0.0,40,1,48.46878706541581,24.388006187946228,28409.104038289894,0.39392109081852866,202,0.04232018180308811,1578.2810377029723,1170.0263590038178,0.15375872737838325,2,5,21,0.06856145442470486,91,110,36,19,105,43.07460312717928,44,True,5346
35,24,7,11,23,43,12,0.2285618553927915,19,2.197123710785583,8,0.6254649495073923,49,5,0.41395979264972427,44,2,75.15171226348166,19.853824250680653,29482.80916330101,0.4978427830891872,235,0.04985618553927915,1637.929509816859,1487.5500652511305,0.45525412279621197,11,21,38,0.1097123710785583,108,127,57,21,116,44.72114376066227,56,True,5347
6,17,2,3,2,30,9,0.3729306015930928,14,2.0,1,0.13592112749199298,34,1,0.0,21,1,33.38999431060853,18.250204880518037,11027.041075360572,0.2029306015930928,122,0.05764353386436427,612.6151906570394,606.0727036438656,0.11,8,15,27,0.27936594023673555,52,70,18,13,34,15.710559726283385,24,True,5348
2,5,1,0,0,8,3,0.3214888138758383,3,2.752513830271982,1,0.39396367557311845,11,2,0.3762569151359909,10,3,19.8729682324293,9.72072648853763,1704.7560425879751,0.057525138302719825,41,0.10505027660543964,94.70929612752384,180.96567133566913,0.582092133141114,2,4,10,0.20396367557311845,14,26,9,11,18,8.958349048277105,10,True,5349
4,7,2,14,1,8,4,0.2123769737549904,2,3.5246052490019197,2,0.55942434387476,12,3,0.76230262450096,4,0,22.36408553834837,13.87164341723052,4300.89265449874,0.1023769737549904,69,0.07,238.9403342045808,310.10319481554933,0.82172696837572,3,4,10,0.1504921049800384,22,46,10,12,26,78.33143583675212,18,True,5350
27,5,1,5,25,8,3,0.09038938016687666,4,2.0,3,1.0,31,1,0.0,30,0,53.4479455019745,30.505239213674372,49266.533522935824,0.5366194628369032,325,0.030389380166876655,2737.0300010285737,1619.6770614429984,0.3268849586649868,2,4,30,0.030389380166876655,113,212,20,10,89,50.2468670257998,35,True,5351
10,9,3,2,10,16,5,0.15977282233016088,8,2.0,4,0.9104157953068588,20,1,0.09772822330160869,27,1,40.71935192720711,26.59112752329504,28164.413807647536,0.3546592334952413,185,0.04162880372169348,1564.690754470548,1066.5623044290778,0.31352334514604563,4,8,17,0.1,82,102,32,21,52,29.750668068139166,30,True,5352
29,23,6,7,18,35,12,0.16912419200580853,14,2.5327925320312206,4,0.3923905240007261,56,6,0.39649676802323414,76,0,69.68698507374847,47.386625946610984,138826.3263876163,1.0202368999818483,495,0.023804737999636966,7712.574617849128,3056.457541334944,0.4645441480196038,10,18,46,0.10814788200399336,219,275,51,24,139,25.394888735901255,84,True,5353
36,21,6,8,21,33,11,0.13985674388597757,14,2.3754799983871293,4,0.38873209298574724,55,4,0.2794269755439103,84,0,81.03177965119795,44.308056247506265,141444.98009010396,1.1116976753563201,545,0.0256339535071264,7858.05395637527,3333.8672191232545,0.36576651061517435,9,17,46,0.08802651142160958,240,304,51,20,157,25.89243535393838,93,True,5354
10,16,7,0,8,27,8,0.14381561182052965,12,2.1163696450844953,5,0.6474768428868719,46,4,0.0,49,1,48.82066577367868,27.005963911495837,35061.113464719485,0.43252315711312805,225,0.04,1947.8396386442018,1304.7436970284214,0.41633876893365773,7,13,39,0.10255403326396557,99,125,36,19,71,17.094446636477027,50,True,5355
14,16,1,2,1,30,8,0.09998438434766521,15,2.0,2,0.5886599481210186,45,1,0.0,178,0,217.72183605933452,48.80697779900157,506955.7329945711,3.4764277090345015,1487,0.02135566753131636,28164.209488531298,10436.5382495341,0.28797430652919287,7,15,38,0.07100503890923615,603,884,111,17,199,2.9937043004548913,181,True,5356
13,9,1,3,8,15,5,0.28673412663972675,6,2.2934682532794537,2,0.583275080343176,18,2,0.29346825327945353,16,1,32.1497239642176,14.635887779031394,6872.843232519523,0.15586936506558907,92,0.07,381.8226312863587,469.8327596630053,0.4708647615741377,4,7,15,0.1210855554591235,38,53,19,14,43,42.157580126838695,19,True,5357
24,35,8,6,11,51,21,0.20323801519552717,23,2.2206665265921726,13,0.6513330531843451,76,4,0.19190496201118207,96,1,93.84151795151658,26.824737191619015,56680.085121358694,0.7492388556424918,333,0.038380992402236414,3148.8919511865943,2239.8382637438995,0.23190496201118205,14,25,57,0.1474285113966454,146,186,76,27,146,13.191381378884815,103,True,5358
0,5,1,0,0,8,3,0.1804660421467117,4,2.0,1,0.33316908659763966,9,1,0.0,16,2,17.111424354936602,11.231917564707587,2156.9191812818426,0.06009320842934234,46,0.09018641685868468,119.83323606653052,192.08340702132145,0.33,2,4,8,0.1390679157065766,18,27,8,10,21,0.8134299628706145,16,True,5359
21,4,7,0,10,6,2,0.11108666491560074,2,2.1629907880640595,2,0.878365083534284,15,2,0.243269832931432,27,1,49.56224934851908,11.724655219083665,6687.7193059534975,0.19026920668274272,107,0.08513460334137136,371.5374689198244,574.083378032899,0.621634916465716,1,3,14,0.0543269832931432,49,57,27,12,62,29.045987838615012,28,True,5360
9,12,2,4,5,17,7,0.24961288498120435,8,2.061921132763159,3,0.47096778754698915,24,2,0.2230824778195459,26,1,38.260696211174746,22.98034378802634,19995.33772467585,0.28673118583646595,152,0.04557706194548865,1110.850749738628,872.9387185716629,0.32750541587405724,4,8,19,0.15557706194548865,67,84,31,21,46,26.162806659577317,31,True,5361
14,8,3,9,5,12,4,0.14951779000230495,4,2.0,3,0.7665589899891339,18,3,0.0,22,1,32.563656469094816,19.413707840221274,11192.222069180953,0.19340823999736578,113,0.05585205999934145,621.788909170053,593.7197387121553,0.7334410100108661,3,6,15,0.0882958800013171,46,66,20,16,52,35.818183401060274,31,True,5362
5,6,1,8,6,4,4,0.1488615622646569,2,0.778460943383577,3,0.7080771462311586,13,1,0.0,24,1,37.867613108442185,16.641600541520944,10410.437565564765,0.20778460943383578,121,0.06,578.3553271472563,626.920552779839,0.21946152358458942,1,2,11,0.09832308584924634,47,74,21,15,46,36.463346092288006,33,True,5363
8,6,2,1,8,10,3,0.13,5,2.228875462483499,1,0.3461276942430696,18,1,0.228875462483499,29,0,50.77214266316378,17.557218865620875,15647.659961132858,0.297711245375165,171,0.06,869.3140138826379,891.3083866804752,0.42165659686262424,2,5,17,0.08144377312417496,70,101,25,12,48,22.47649652064173,30,True,5364
13,20,1,3,12,36,10,0.18533889414642948,16,2.1372759316841847,4,0.6478573926362219,54,5,0.2984259384438797,47,0,86.76299314137968,22.1078703077806,41935.125209924045,0.6337166689198983,323,0.04596851876887759,2329.73262802043,1904.6414199181886,0.5179055563066328,9,18,45,0.14533889414642948,137,185,50,15,79,27.355821603334586,51,True,5365
3,1,1,1,0,0,1,0.18149086430176778,0,0.14363580377209706,1,1.0,2,1,0.0,5,0,14.068162902941449,5.5210003079253465,427.9070555822639,0.029281820981139513,20,0.18287271607544192,23.776383391400408,77.46007370143654,0.9640910490569757,0,0,3,0.08861814822632583,6,13,5,8,12,27.715366967556022,6,True,5366
46,37,3,2,72,72,19,0.14141720959969076,36,2.0205495391955157,5,0.2677151199961343,91,4,0.1883441919938149,138,2,93.51445383692122,30.467707929576495,86759.12045578416,0.9478741856004639,428,0.03,4819.954513551209,2848.2108425936563,0.2283441919938149,18,36,73,0.07141720959969075,188,239,76,24,260,34.82059987213298,140,True,5367
2,1,0,1,0,0,1,0.27735242224843926,0,0.0,1,1.0,1,1,0.0,2,0,10.697884382487835,2.7828287417748117,81.88842787455758,0.01,10,0.3629047360947255,4.546066630532616,29.553407520950696,1.0,0,0,2,0.11025715834316471,3,7,2,4,9,36.96668473369216,3,True,5368
11,28,11,2,10,48,14,0.21723225337783053,20,2.33,10,0.7133212959466034,68,5,0.17413356385315934,67,0,95.26405694025829,16.536504076713243,24653.87684708982,0.5061251547289627,241,0.0594464506755661,1369.6585743367655,1518.8391886500576,0.3941696760133491,13,25,55,0.16306257736448138,108,133,59,18,92,14.375607206169288,69,True,5369
7,1,0,0,1,0,1,0.09846543594279444,0,0.4232717971397224,1,0.8941820507150694,2,1,0.0,11,1,77.54470263615592,7.336215135632591,3274.1907087080986,0.16095276912871248,96,0.1509527691287125,181.8972086632761,490.0510020259746,0.8941820507150694,0,0,3,0.052116358985698615,45,51,25,7,21,7.360696552259773,12,True,5370
3,7,2,4,3,12,4,0.15995631109498884,6,2.0,2,0.7489077773747208,13,1,0.0,20,0,38.281514833932725,13.547427113851898,7022.509834494109,0.16995631109498885,94,0.07,390.13777101016746,518.5007150115769,0.25,3,6,11,0.1297815554749442,42,52,26,16,32,25.076106072529452,25,True,5371
3,1,1,0,1,0,1,0.33320995566245093,0,0.0,1,1.0,2,1,0.0,2,1,11.72007508829994,3.009441046066032,106.54749147367112,0.010188820921320643,11,0.32924471631471747,5.917627925152766,35.32959012249444,1.0,0,0,3,0.09207703013452706,3,8,3,6,10,58.86707447207614,2,True,5372
16,20,11,1,8,27,11,0.2419607143765958,12,2.1883575896151597,10,0.7090924116571813,55,1,0.0,45,0,51.75138665251544,22.801995076573665,23396.901113060678,0.35742633945611707,187,0.04299017859414895,1299.8307549170647,1078.1635148142811,0.10504910702925528,7,13,45,0.1614459822678192,77,109,34,19,73,20.480577628654764,47,True,5373
11,6,3,3,9,11,3,0.0976027346290274,5,2.0,2,0.6367503901451705,25,1,0.0,36,0,48.0627383498374,27.295190607613236,34898.10180066427,0.42760273462902737,229,0.04,1938.781549385859,1288.328218748727,0.2908828119354947,2,5,23,0.05977929701612633,94,135,30,17,63,26.095325850740608,39,True,5374
15,9,0,8,9,17,5,0.14569799677432602,8,2.0,2,0.428775040320925,21,1,0.0,29,0,44.264171220794424,19.868087772631043,16248.663972628503,0.284359014515533,161,0.054302003225673995,902.7068905355441,838.814564338543,0.192791987097304,4,8,18,0.082848998387163,55,106,21,14,64,41.44639262768101,37,True,5375
6,3,0,3,4,4,2,0.15813683561921063,2,2.0,1,0.7965791095197341,5,1,0.0,9,1,17.11951130788512,9.89851557543395,1669.8264630868218,0.05593158219039468,39,0.1,92.76791081494513,168.9827672927532,0.5,1,2,5,0.07593158219039468,13,26,7,11,25,45.41515566298732,12,True,5376
10,6,1,1,10,11,3,0.13,5,2.0533479969888977,1,0.272406158735337,19,1,0.053347996988897695,30,0,51.18463220707609,17.513336999247226,15697.992461863434,0.29946652003011104,176,0.06,872.1101664079669,896.3635776867197,0.29001099774167327,2,5,17,0.0726673998494449,70,106,22,11,54,26.64351855148357,31,True,5377
2,6,2,0,0,10,3,0.30271413944684034,5,2.0,2,0.7136188525957872,12,1,0.0,11,1,26.03345390906868,6.452074280786613,1058.8480461076174,0.05545235657447339,36,0.15635706972342017,58.82635706972342,165.3808089644199,0.2863811474042129,2,5,10,0.24271413944684034,13,22,12,11,14,0.0,11,True,5378
13,4,2,3,9,7,2,0.10926923280493306,3,2.0,2,0.8048717813004463,11,1,0.0,22,0,22.54670931801942,20.06912397120703,9037.79081677561,0.1467478630216741,96,0.05,502.09928208113905,451.04058890623753,0.40243589065022317,1,3,10,0.05626068489162947,37,58,12,13,50,36.92938879773467,25,True,5379
3,1,1,2,0,0,1,0.1506518968330211,0,0.0,1,1.0,2,1,0.0,4,0,20.549933836131263,5.5711170464653,616.9610395711035,0.04,28,0.18289873544465263,34.26998725431897,111.78780758085163,1.0,0,0,3,0.08710126455534739,9,18,6,8,12,41.04182823368876,6,True,5380
19,8,4,2,9,10,5,0.15746245236844766,5,2.0,3,0.705225285789314,21,1,0.0,31,0,27.23702981819013,32.18014906748306,24828.32971755635,0.26477471421068605,147,0.033731226184223834,1379.3499843086859,804.3582370045508,0.20522528578931398,2,5,18,0.08119367855267151,58,88,21,22,64,30.373270562862288,34,True,5381
9,8,2,3,3,15,4,0.31717223706476677,7,2.0,3,0.7825075959974093,17,1,0.0,11,0,32.28685082598318,10.782656001708547,3679.966863202399,0.11291540066709847,68,0.09174924040025909,204.43969616010364,343.50130834525913,0.21749240400259084,3,7,14,0.16358611853238336,32,35,19,12,29,37.41772266311527,15,True,5382
20,20,1,4,17,35,10,0.38477217936186225,16,2.1831814529079083,5,0.5502071096710343,38,3,0.22481360129606914,25,1,47.32577558361295,18.81992519215761,16415.86804630347,0.2899585780657931,154,0.05665285935526438,911.9928574925582,878.5786751547081,0.3082435858092185,9,17,29,0.15326429677632192,69,85,34,17,69,46.622735089461756,30,True,5383
22,29,5,3,18,43,15,0.19497483876491076,19,2.2699856221513777,8,0.5450107833864669,54,7,0.4500143778486224,81,1,93.54996333338758,26.224687384934015,50579.57594761266,0.6951401840240686,311,0.04000718892431121,2809.9789433312676,2093.5200129028826,0.4850107833864668,12,21,40,0.13997124430275515,136,174,75,28,125,16.104421085309845,84,True,5384
6,3,2,3,1,5,2,0.2267237567171152,2,1.3817679531016456,1,0.7720082877382285,8,1,0.0,7,0,23.62586189057361,4.656881213971413,499.56169327550924,0.033091160234491775,26,0.21854696140695065,27.75444750854821,107.88211327552783,0.5371077357109488,1,2,8,0.14054143624813165,10,16,9,8,20,40.57634255984678,10,True,5385
9,13,3,7,3,20,7,0.2478854322356724,7,2.697135805891809,4,0.5881718516464914,28,5,0.6971358058918092,22,0,26.005547568822607,20.110401508486376,9314.214021967367,0.16120049358757335,103,0.049085925823245724,517.4548869268602,481.3402323356906,0.7365081511258741,6,10,22,0.1797135805891809,33,69,12,13,44,32.89993284436637,29,True,5386
18,58,3,25,5,114,29,0.39918337406128934,57,1.2972779135376311,2,0.3967657702050016,172,1,0.0,90,0,297.0010343906225,49.78279054739227,772027.905256527,4.75732094548409,2037,0.02297277913537631,42890.43676349537,14274.672051773276,0.36433382236656076,28,57,145,0.29837392011365516,832,1204,127,14,141,18.72188068556956,116,True,5387
5,1,0,1,3,1,1,0.051011528538074405,0,0.5505764269037203,1,1.0,2,1,0.0,22,0,44.46950997741132,14.869091683957386,9006.606585233707,0.2079769429238512,133,0.0717413535964442,500.36551878421335,624.8211765218139,0.8623558932740699,0,0,3,0.0327528821345186,53,80,16,9,34,16.32471557478425,24,True,5388
1,1,0,1,0,0,1,0.26249652549492974,0,0.0,1,1.0,1,1,0.0,2,0,11.176987052788515,2.7215481676665854,82.13912113227306,0.01,10,0.3721896715656689,4.559065540191937,30.273918513495907,1.0,0,0,2,0.11312413137373244,3,7,2,4,8,30.46722990403177,3,True,5389
46,5,6,7,27,8,3,0.08912477385386314,4,2.0,2,0.9271880653653422,18,1,0.0,25,0,80.44311119038223,13.2675510869718,14061.951765572596,0.3509217901951987,182,0.0736405967317329,781.220249132174,1061.9641504295344,0.3907820980480132,2,4,16,0.03456238692693157,86,96,43,13,108,56.20658095296529,33,True,5390
24,16,3,8,7,29,8,0.18794416929115504,13,2.1498255290348594,6,0.6917766771646201,34,4,0.3595812696836626,37,0,66.37892976077065,15.872128545774714,16289.656018231455,0.34595812696836625,180,0.06599302116139438,904.9803401618908,1035.6079835610553,0.45167199458553575,7,14,27,0.10996510580697189,72,108,38,16,79,29.854390814961913,46,True,5391
5,6,0,5,2,10,3,0.16641287979421518,5,2.0,1,0.38451700771693076,12,1,0.0,15,0,18.011507662302506,13.55120072637933,3306.354414473831,0.08,56,0.07,183.68433342189093,244.02375254654854,0.2948390025723102,2,5,10,0.12282575958843037,22,34,9,11,30,32.23854349368469,21,True,5392
7,8,1,6,4,16,4,0.2176916512657662,8,2.0,2,0.6261584411396366,15,1,0.0,14,1,25.336663822151653,12.922434693987238,4230.678863380587,0.11,65,0.08,235.03595529398126,327.4015998205639,0.22641113164564508,4,8,12,0.13589721708858873,28,37,16,15,33,38.918593379058976,20,True,5393
3,6,0,1,0,7,3,0.36344840247990307,2,3.634484024799031,1,0.3365515975200969,9,3,0.5448280082663436,8,0,17.413655771738206,8.94,1390.8559101415365,0.05,36,0.11,77.26876129232596,155.6211088253132,0.7724140041331717,2,3,7,0.23896560165326874,13,23,8,11,15,15.448280082663436,10,True,5394
25,13,7,5,23,24,7,0.17342084732825225,10,2.2203609952290404,6,0.9198687290076216,35,1,0.0,35,1,51.66067679294203,31.28387868415914,46756.26841573466,0.513519300572536,255,0.03667760591603153,2597.568058917935,1535.3631493340183,0.15325675858777932,6,12,30,0.07335521183206306,109,146,42,22,90,43.130248550574365,40,True,5395
2,1,0,2,0,0,1,0.16024202478620905,0,0.0,1,1.0,1,1,0.0,3,0,19.07784919531691,5.783698216094301,624.8712967778247,0.04,27,0.17650531680919399,34.711133140165614,108.66622093208895,1.0,0,0,2,0.09349468319080603,8,18,6,8,11,45.48205747601479,6,True,5396
18,6,5,4,1,10,3,0.11811900999961539,5,2.0,3,1.0,16,1,0.0,25,1,56.40007989141077,11.120183705714615,6975.110089795348,0.20830271571423076,111,0.09,387.5094290213288,627.1998803855346,0.2924321071442308,2,5,15,0.07151357857115384,50,60,34,15,52,21.050618972891154,30,True,5397
11,3,8,1,17,4,2,0.13076579471987348,2,2.0,2,1.0,13,1,0.0,13,0,61.24026158403796,4.05708360115883,1008.7842371746548,0.07980855132003163,52,0.24961710264006326,56.0446266628475,248.53799601289617,0.4967453724405378,1,2,13,0.04210593547965204,21,30,19,7,45,59.44962955071173,15,True,5398
8,7,0,3,9,7,4,0.24582051727915735,1,3.895512931978934,1,0.5325384481625279,11,4,0.7791025863957868,11,1,39.971262590637735,10.359720639000152,3348.7306825756505,0.11767179308833706,70,0.10767179308833705,186.04375266464498,347.9582569763445,1.0,3,3,9,0.17465641382332586,30,40,17,11,22,45.67099361452102,15,True,5399
17,16,3,0,37,30,8,0.20196354071795067,15,2.0,3,0.4119635407179507,40,1,0.0,47,1,55.029889870652035,19.19096974251526,20263.208944647315,0.3539030257484738,180,0.05,1125.7332208280443,1056.0029524579734,0.13487276826373545,7,15,33,0.1163514377240553,80,99,39,18,103,37.238890804307324,47,True,5400
22,17,3,1,21,28,9,0.1439567483546546,11,2.5662234668342845,2,0.3761513807587089,33,8,0.9370324387340091,60,1,108.41663175855982,12.583360041780654,15555.330024705907,0.4210612731642393,204,0.08201441721511514,864.1826672382607,1274.9489456433503,0.9440288344302303,8,14,26,0.08996395696221217,97,107,58,15,106,27.932867417954633,61,True,5401
24,5,1,20,25,8,3,0.048092251250567875,4,2.0,2,0.6424863457480693,13,1,0.0,52,0,75.25935057253294,38.313534305729895,110461.86673676241,0.9583815497498864,478,0.03,6136.77261255894,2882.906188762711,0.3170523979990914,2,4,12,0.021618450250113573,197,281,46,18,125,46.36270268367423,73,True,5402
6,8,3,2,6,14,4,0.17619676543771504,7,2.0,3,0.6788756260701998,20,1,0.0,24,0,28.461562959251896,16.813096264581556,8041.7247830515535,0.161971890651755,95,0.06,446.76360686657193,478.42058261865867,0.22563457847281493,3,7,17,0.11014054674122503,39,55,17,15,41,25.18453562219064,26,True,5403
